nro_operacion,nro_socio,qy_fechaproc,nro_oficina,tipo_operacion,estado_op,cod_destino_op,destino_op,cod_actividad,actividad_socio,fecha_concesion_op,fecha_fin_op,fecha_ult_pag,monto_credito,saldo_capital,saldo_por_vencer,saldo_no_devenga,saldo_vencido,int_normal,int_devengado,int_vencido,int_resolucion,int_castigado,int_mora,tipo_cartera,plazo,nro_cuotas,tipo_plazo,tasa_int_con,tasa_int_vig,tgarantia,valgarantias,fecha_garantias,calificacion,dia_pago,dias_mora,nro_cuotas_atra,val_capd,val_intd,val_morad,val_notd,val_gnot2d,val_intresd
9000000010,2000010,2026-05-18,69,PFMC,VIGENTE,CT,CAPITAL DE TRABAJO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-04-21,2028-03-20,2023-09-01,31092.04,8404.23,8404.23,0.00,0.00,242.09,242.09,34.93,0.00,0.00,0.00,CONSUMO,72,72,M,13.53,13.53,VIV,60879.21,2022-04-21,A2,13,0,0,0.00,34.93,0.00,0.00,15.49,0.00
9000000011,2000011,2026-05-18,69,CRVIVIENDA,VIGENTE,CV,COMPRA DE VEHICULO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2024-02-19,2025-02-13,2024-10-26,19639.00,4015.46,4015.46,0.00,0.00,177.11,177.11,0.00,0.00,0.00,0.00,CONSUMO,12,12,M,13.05,13.05,VIV,45923.77,2024-02-19,A1,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000012,2000012,2026-05-18,41,PFMC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-01-30,2026-01-25,2025-04-29,29993.87,11358.77,11358.77,0.00,0.00,84.62,84.62,0.00,0.00,0.00,0.00,CONSUMO,12,12,M,11.29,11.29,PAG,55273.59,2025-01-30,A2,20,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000013,2000013,2026-05-18,48,CRVIVIENDA,VIGENTE,ED,EDUCACION,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-11-08,2027-10-29,2026-05-17,24093.57,3455.62,3455.62,0.00,0.00,342.02,342.02,0.00,0.00,0.00,0.00,INMOBILIARIO,24,24,M,19.6,19.6,PAG,41841.50,2025-11-08,A1,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000014,2000014,2026-05-18,48,PFMC,VIGENTE,CT,CAPITAL DE TRABAJO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2022-09-20,2024-09-09,2024-05-26,7361.16,1051.64,1051.64,0.00,0.00,103.72,103.72,13.15,0.00,0.00,0.00,MICROCREDITO,24,24,M,19.3,19.3,PAG,15078.19,2022-09-20,A2,28,0,0,0.00,13.15,0.00,0.00,4.09,0.00
9000000015,2000015,2026-05-18,48,MICROCRED,VIGENTE,CT,CAPITAL DE TRABAJO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-11-08,2026-11-03,2026-03-29,19863.62,6925.93,6925.93,0.00,0.00,71.41,71.41,0.00,0.00,0.00,0.00,MICROCREDITO,12,12,M,9.77,9.77,PAG,45045.86,2025-11-08,A2,15,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000016,2000016,2026-05-18,41,PFSC,VIGENTE,MV,MEJORA DE VIVIENDA,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-12-16,2029-11-14,2024-01-21,11980.63,4456.82,4456.82,0.00,0.00,132.51,132.51,0.00,0.00,0.00,0.00,CONSUMO,72,72,M,14.26,14.26,PAG,20365.84,2023-12-16,A1,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000017,2000017,2026-05-18,60,CRVIVIENDA,VIGENTE,ED,EDUCACION,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2023-12-03,2025-11-22,2024-10-13,6874.59,2378.74,2378.74,0.00,0.00,35.55,35.55,0.00,0.00,0.00,0.00,INMOBILIARIO,24,24,M,9.87,9.87,QUI,14241.09,2023-12-03,A2,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000018,2000018,2026-05-18,5,PFSC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2022-07-31,2023-07-26,2024-08-21,34989.62,6532.36,6532.36,0.00,0.00,133.30,133.30,19.11,0.00,0.00,0.00,INMOBILIARIO,12,12,M,10.48,10.48,QUI,49060.83,2022-07-31,A1,14,0,0,0.00,19.11,0.00,0.00,10.94,0.00
9000000019,2000019,2026-05-18,20,PFMC,VIGENTE,ED,EDUCACION,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-11-09,2029-10-14,2025-10-08,1804.80,423.78,423.78,0.00,0.00,6.41,6.41,0.46,0.00,0.00,0.00,MICROCREDITO,60,60,M,15.38,15.38,VIV,2430.64,2024-11-09,A2,27,0,0,0.00,0.46,0.00,0.00,0.18,0.00
9000000020,2000020,2026-05-18,5,PFSC,VIGENTE,CV,COMPRA DE VEHICULO,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2022-11-15,2028-10-14,2024-03-20,12159.18,3299.50,3299.50,0.00,0.00,86.99,86.99,0.00,0.00,0.00,0.00,CONSUMO,72,72,M,17.1,17.1,VIV,25512.13,2022-11-15,A2,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000021,2000021,2026-05-18,48,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2022-04-30,2027-04-04,2026-04-27,7384.45,989.00,989.00,0.00,0.00,21.31,21.31,0.00,0.00,0.00,0.00,MICROCREDITO,60,60,M,12.61,12.61,PAG,14324.90,2022-04-30,A2,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000022,2000022,2026-05-18,48,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-04-06,2031-03-06,2025-04-14,24106.72,3037.23,3037.23,0.00,0.00,273.45,273.45,0.00,0.00,0.00,0.00,INMOBILIARIO,72,72,M,18.64,18.64,QUI,38161.08,2025-04-06,A2,27,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000023,2000023,2026-05-18,69,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2025-04-30,2027-04-20,2025-05-15,21487.46,5460.41,5460.41,0.00,0.00,195.75,195.75,0.00,0.00,0.00,0.00,MICROCREDITO,24,24,M,12.03,12.03,QUI,29209.99,2025-04-30,A1,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000024,2000024,2026-05-18,48,MICROCRED,VIGENTE,MV,MEJORA DE VIVIENDA,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2024-02-05,2026-01-25,2026-04-24,27684.95,8071.38,8071.38,0.00,0.00,178.12,178.12,22.46,0.00,0.00,0.00,INMOBILIARIO,24,24,M,17.53,17.53,QUI,61810.58,2024-02-05,A2,27,0,0,0.00,22.46,0.00,0.00,7.69,0.00
9000000025,2000025,2026-05-18,69,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-12-22,2025-12-06,2023-01-02,2478.81,747.99,747.99,0.00,0.00,9.15,9.15,1.21,0.00,0.00,0.00,INMOBILIARIO,36,36,M,10.11,10.11,QUI,3281.91,2022-12-22,A1,24,0,0,0.00,1.21,0.00,0.00,0.72,0.00
9000000026,2000026,2026-05-18,69,CRVIVIENDA,VIGENTE,CV,COMPRA DE VEHICULO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2023-06-05,2027-05-15,2024-02-14,5959.46,947.16,947.16,0.00,0.00,12.41,12.41,0.00,0.00,0.00,0.00,MICROCREDITO,48,48,M,12.16,12.16,QUI,7172.86,2023-06-05,A2,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000027,2000027,2026-05-18,20,MICROCRED,VIGENTE,MV,MEJORA DE VIVIENDA,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2023-10-12,2026-09-26,2023-12-22,28165.80,5455.48,5455.48,484.84,0.00,148.82,148.82,21.24,0.00,92.24,0.00,CONSUMO,36,36,M,11.05,11.05,VIV,64624.75,2023-10-12,A2,24,0,0,0.00,21.24,0.00,0.00,11.53,0.00
9000000028,2000028,2026-05-18,60,PFSC,VIGENTE,MV,MEJORA DE VIVIENDA,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2025-03-09,2031-02-06,2025-04-19,11980.84,2655.80,2655.80,0.00,0.00,44.86,44.86,0.00,0.00,0.00,0.00,MICROCREDITO,72,72,M,11.51,11.51,PAG,18000.59,2025-03-09,A2,20,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000029,2000029,2026-05-18,20,PFSC,VIGENTE,MV,MEJORA DE VIVIENDA,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2026-04-02,2027-09-24,2026-04-06,30834.70,6658.92,6658.92,0.00,0.00,439.31,439.31,0.00,0.00,0.00,0.00,CONSUMO,18,18,M,19.14,19.14,QUI,42041.81,2026-04-02,A2,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000030,2000030,2026-05-18,48,PFSC,VIGENTE,CV,COMPRA DE VEHICULO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-08-27,2027-08-01,2026-02-04,4869.33,1107.68,1107.68,0.00,0.00,49.73,49.73,0.00,0.00,0.00,0.00,INMOBILIARIO,60,60,M,19.19,19.19,PAG,6816.13,2022-08-27,A1,23,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000031,2000031,2026-05-18,48,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2023-01-24,2024-07-17,2026-04-20,4183.42,946.24,946.24,0.00,0.00,24.78,24.78,0.00,0.00,0.00,0.00,MICROCREDITO,18,18,M,10.07,10.07,VIV,9033.04,2023-01-24,A2,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000032,2000032,2026-05-18,48,PFMC,VIGENTE,CT,CAPITAL DE TRABAJO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-03-12,2025-03-01,2025-07-12,6608.54,797.13,797.13,0.00,0.00,25.05,25.05,0.00,0.00,0.00,0.00,INMOBILIARIO,24,24,M,19.75,19.75,PAG,10030.86,2023-03-12,A1,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000033,2000033,2026-05-18,60,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2023-11-20,2025-11-09,2023-12-23,22333.57,7697.60,7697.60,0.00,0.00,119.57,119.57,0.00,0.00,0.00,0.00,CONSUMO,24,24,M,10.72,10.72,PAG,24392.79,2023-11-20,A2,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000034,2000034,2026-05-18,5,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-04-20,2026-10-12,2025-08-29,12319.18,4772.15,4772.15,0.00,0.00,141.34,141.34,0.00,0.00,0.00,0.00,CONSUMO,18,18,M,16.72,16.72,PAG,13495.95,2025-04-20,A1,18,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000035,2000035,2026-05-18,48,CRVIVIENDA,VIGENTE,MV,MEJORA DE VIVIENDA,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2022-01-03,2027-12-03,2024-11-17,15924.28,5155.07,5155.07,0.00,0.00,38.35,38.35,0.00,0.00,0.00,0.00,CONSUMO,72,72,M,11.64,11.64,PAG,30378.39,2022-01-03,A2,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000036,2000036,2026-05-18,20,PFSC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2025-03-03,2030-02-05,2026-01-08,16580.76,5942.15,5942.15,0.00,0.00,174.46,174.46,0.00,0.00,0.00,0.00,INMOBILIARIO,60,60,M,17.4,17.4,PAG,21155.50,2025-03-03,A1,15,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000037,2000037,2026-05-18,60,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2022-04-28,2026-04-07,2023-04-27,4334.35,853.88,853.88,0.00,0.00,7.02,7.02,0.00,0.00,0.00,0.00,INMOBILIARIO,48,48,M,10.55,10.55,VIV,10814.98,2022-04-28,A2,19,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000038,2000038,2026-05-18,41,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2026-04-29,2032-03-28,2026-05-18,1494.04,462.28,462.28,0.00,0.00,5.74,5.74,0.00,0.00,0.00,0.00,MICROCREDITO,72,72,M,10.71,10.71,QUI,1659.97,2026-04-29,A1,24,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000039,2000039,2026-05-18,69,MICROCRED,VIGENTE,ED,EDUCACION,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2024-09-06,2027-08-22,2026-05-08,7094.71,2885.61,2885.61,0.00,0.00,20.74,20.74,5.13,0.00,0.00,0.00,CONSUMO,36,36,M,12.96,12.96,VIV,9633.20,2024-09-06,A1,12,0,0,0.00,5.13,0.00,0.00,2.38,0.00
9000000040,2000040,2026-05-18,20,MICROCRED,VIGENTE,CT,CAPITAL DE TRABAJO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2023-01-06,2024-06-29,2025-04-01,11336.57,2587.89,2587.89,0.00,0.00,47.69,47.69,0.00,0.00,0.00,0.00,MICROCREDITO,18,18,M,12.67,12.67,VIV,20360.88,2023-01-06,A1,15,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000041,2000041,2026-05-18,20,CRVIVIENDA,VIGENTE,MV,MEJORA DE VIVIENDA,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2022-04-19,2023-04-14,2024-01-07,17453.21,5133.66,5133.66,0.00,0.00,109.53,109.53,0.00,0.00,0.00,0.00,MICROCREDITO,12,12,M,11.66,11.66,QUI,42732.52,2022-04-19,A2,27,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000042,2000042,2026-05-18,20,CRVIVIENDA,VIGENTE,CT,CAPITAL DE TRABAJO,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-03-26,2027-03-11,2025-09-13,11922.83,4383.21,4383.21,0.00,0.00,133.52,133.52,0.00,0.00,0.00,0.00,CONSUMO,36,36,M,16.24,16.24,QUI,12229.90,2024-03-26,A1,20,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000043,2000043,2026-05-18,5,CRVIVIENDA,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2022-01-09,2026-12-14,2022-12-27,29143.13,8707.73,8707.73,0.00,0.00,145.41,145.41,0.00,0.00,0.00,0.00,MICROCREDITO,60,60,M,13.06,13.06,PAG,31010.97,2022-01-09,A1,20,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000044,2000044,2026-05-18,48,CRVIVIENDA,VIGENTE,MV,MEJORA DE VIVIENDA,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-10-31,2028-10-10,2026-01-22,31164.84,9627.26,9627.26,555.21,0.00,221.47,221.47,40.23,0.00,0.00,0.00,MICROCREDITO,48,48,M,14.36,14.36,PAG,29218.43,2024-10-31,A2,14,0,0,0.00,40.23,0.00,0.00,16.81,0.00
9000000045,2000045,2026-05-18,60,CRVIVIENDA,VIGENTE,ED,EDUCACION,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-04-10,2025-03-25,2025-05-11,24012.55,4692.75,4692.75,0.00,0.00,35.97,35.97,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,9.92,9.92,QUI,36232.03,2022-04-10,A1,20,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000046,2000046,2026-05-18,69,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2024-05-26,2027-05-11,2024-12-03,26019.15,8265.65,8265.65,246.31,0.00,119.87,119.87,27.37,0.00,74.99,0.00,CONSUMO,36,36,M,17.52,17.52,PAG,26505.96,2024-05-26,A2,13,0,0,0.00,27.37,0.00,0.00,9.37,0.00
9000000047,2000047,2026-05-18,48,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-11-18,2026-11-08,2025-06-09,10132.68,2233.89,2233.89,0.00,0.00,31.17,31.17,0.00,0.00,0.00,0.00,INMOBILIARIO,24,24,M,10.45,10.45,QUI,23139.68,2024-11-18,A2,15,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000048,2000048,2026-05-18,60,MICROCRED,VIGENTE,ED,EDUCACION,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2022-09-10,2026-08-20,2025-01-07,20874.88,6044.48,6044.48,0.00,0.00,32.28,32.28,0.00,0.00,0.00,0.00,INMOBILIARIO,48,48,M,11.67,11.67,PAG,18299.92,2022-09-10,A2,22,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000049,2000049,2026-05-18,60,MICROCRED,VIGENTE,ED,EDUCACION,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2025-02-26,2031-01-26,2025-05-06,22303.58,8515.99,8515.99,0.00,0.00,76.67,76.67,13.47,0.00,0.00,0.00,MICROCREDITO,72,72,M,11.03,11.03,QUI,49609.56,2025-02-26,A2,22,0,0,0.00,13.47,0.00,0.00,7.33,0.00
9000000050,2000050,2026-05-18,5,PFSC,VIGENTE,CT,CAPITAL DE TRABAJO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-03-25,2029-02-27,2024-03-28,24089.86,4124.97,4124.97,0.00,0.00,153.87,153.87,35.58,0.00,0.00,0.00,INMOBILIARIO,60,60,M,17.7,17.7,VIV,36265.77,2024-03-25,A2,27,0,0,0.00,35.58,0.00,0.00,12.06,0.00
9000000051,2000051,2026-05-18,60,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-10-27,2030-10-01,2026-03-25,29036.06,7772.09,7772.09,0.00,0.00,174.88,174.88,0.00,0.00,0.00,0.00,INMOBILIARIO,60,60,M,14.55,14.55,QUI,24844.89,2025-10-27,A1,22,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000052,2000052,2026-05-18,20,PFSC,VIGENTE,CT,CAPITAL DE TRABAJO,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2023-01-21,2026-01-05,2025-09-05,4482.64,1573.48,1573.48,0.00,0.00,45.68,45.68,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,17.33,17.33,QUI,10403.94,2023-01-21,A2,22,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000053,2000053,2026-05-18,20,PFSC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-12-29,2029-12-08,2026-03-09,34964.28,5438.66,5438.66,0.00,0.00,132.65,132.65,0.00,0.00,0.00,0.00,CONSUMO,48,48,M,12.33,12.33,VIV,62045.05,2025-12-29,A1,26,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000054,2000054,2026-05-18,41,PFSC,VIGENTE,CT,CAPITAL DE TRABAJO,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2025-12-18,2027-06-11,2026-03-21,5702.72,2301.03,2301.03,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,INMOBILIARIO,18,18,M,10.81,10.81,VIV,10918.08,2025-12-18,A2,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000055,2000055,2026-05-18,48,PFSC,VIGENTE,CT,CAPITAL DE TRABAJO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2023-11-30,2026-11-14,2025-10-22,29518.67,6400.17,6400.17,0.00,0.00,320.40,320.40,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,16.8,16.8,QUI,69723.66,2023-11-30,A1,25,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000056,2000056,2026-05-18,20,PFSC,VIGENTE,CV,COMPRA DE VEHICULO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-04-03,2028-03-18,2025-05-01,21083.24,3808.63,3808.63,0.00,0.00,87.11,87.11,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,15.32,15.32,VIV,17097.77,2025-04-03,A1,26,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000057,2000057,2026-05-18,69,CRVIVIENDA,VIGENTE,CT,CAPITAL DE TRABAJO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2022-08-29,2023-08-24,2025-02-19,24866.59,3966.27,3966.27,0.00,0.00,220.12,220.12,0.00,0.00,0.00,0.00,MICROCREDITO,12,12,M,16.35,16.35,VIV,57159.10,2022-08-29,A2,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000058,2000058,2026-05-18,20,PFSC,VIGENTE,CT,CAPITAL DE TRABAJO,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2024-04-13,2027-03-29,2025-12-10,21750.29,5600.71,5600.71,0.00,0.00,66.87,66.87,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,10.49,10.49,PAG,36548.38,2024-04-13,A1,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00
